1747830519.994,1,1,0.00,0.00,0.00,0.00,1,12.36,-730.78,0.0
1747830520.994,2,1,0.00,0.00,0.00,0.00,1,11.26,-728.89,0.0
1747830521.992,3,1,0.00,0.00,0.00,0.00,1,10.17,-727.05,0.0
1747830522.995,4,1,0.00,0.00,0.00,0.00,1,9.06,-725.20,0.0
1747830523.997,5,1,0.00,0.00,0.00,0.00,1,7.90,-723.37,0.0
1747830524.996,6,1,0.00,0.00,0.00,0.00,1,6.64,-721.53,0.0
1747830525.993,7,1,0.00,0.00,0.00,0.00,1,5.27,-719.46,0.0
1747830526.994,8,1,0.00,0.00,0.00,0.00,1,3.80,-717.07,0.0
1747830528.007,9,1,0.00,0.00,0.00,0.00,1,2.19,-714.25,0.0
1747830528.991,10,1,0.00,0.00,0.00,0.00,1,0.36,-711.31,0.0
1747830529.993,11,1,0.00,0.00,0.00,0.00,1,-1.74,-708.39,0.0
1747830530.993,12,1,0.00,0.00,0.00,0.00,1,-3.92,-705.38,0.0
1747830531.995,13,1,0.00,0.00,0.00,0.00,1,-6.10,-702.11,0.0
1747830532.991,14,1,0.00,0.00,0.00,0.00,1,-8.50,-698.72,0.0
1747830533.993,15,1,0.00,0.00,0.00,0.00,1,-11.06,-695.07,0.0
1747830534.993,16,1,0.00,0.00,0.00,0.00,1,-13.81,-691.20,0.0
1747830535.993,17,1,0.00,0.00,0.00,0.00,1,-16.74,-687.08,0.0
1747830536.992,18,1,0.00,0.00,0.00,0.00,1,-20.02,-682.91,0.0
1747830537.992,19,1,0.00,0.00,0.00,0.00,1,-23.44,-678.87,0.0
1747830538.991,20,1,0.00,0.00,0.00,0.00,1,-26.71,-674.91,0.0
1747830539.992,21,1,0.00,0.00,0.00,0.00,1,-29.73,-670.99,0.0
1747830540.993,22,1,0.00,0.00,0.00,0.00,1,-32.62,-667.28,0.0
1747830541.992,23,1,0.00,0.00,0.00,0.00,1,-35.41,-663.63,0.0
1747830542.99,24,1,0.00,0.00,0.00,0.00,1,-38.13,-660.03,0.0
1747830543.993,25,1,0.00,0.00,0.00,0.00,1,-40.85,-656.51,0.0
1747830544.99,26,1,0.00,0.00,0.00,0.00,1,-43.67,-653.09,0.0
1747830545.992,27,1,0.00,0.00,0.00,0.00,1,-46.53,-649.65,0.0
1747830546.988,28,1,0.00,0.00,0.00,0.00,1,-49.35,-646.16,0.0
1747830547.995,29,1,0.00,0.00,0.00,0.00,1,-52.28,-642.41,0.0
1747830548.993,30,1,0.00,0.00,0.00,0.00,1,-55.36,-638.38,0.0
1747830549.992,31,1,0.00,0.00,0.00,0.00,1,-58.66,-633.99,0.0
1747830550.989,32,1,0.00,0.00,0.00,0.00,1,-62.23,-629.25,0.0
1747830551.994,33,1,0.00,0.00,0.00,0.00,1,-66.12,-624.30,0.0
1747830552.996,34,1,0.00,0.00,0.00,0.00,1,-70.12,-619.30,0.0
1747830553.993,35,1,0.00,0.00,0.00,0.00,1,-74.19,-614.35,0.0
1747830554.992,36,1,0.00,0.00,0.00,0.00,1,-78.24,-609.47,0.0
1747830555.993,37,1,0.00,0.00,0.00,0.00,1,-82.16,-604.71,0.0
1747830556.996,38,1,0.00,0.00,0.00,0.00,1,-85.86,-600.03,0.0
1747830557.993,39,1,0.00,0.00,0.00,0.00,1,-89.39,-595.49,0.0
1747830558.993,40,1,0.00,0.00,0.00,0.00,1,-92.72,-591.12,0.0
