0.96,1,1,-279.38,-926.75,1.04,1.39,2.15,-279.38,-926.75,0.0
0.96,1,2,-270.32,-840.13,2.08,7.03,-3.05,-270.32,-840.13,0.0
0.96,1,3,-548.71,-1011.30,2.50,8.14,0.92,-548.71,-1011.30,0.0
1.082,2,1,-280.14,-925.58,1.04,1.39,2.15,-280.14,-925.58,0.0
1.082,2,2,-270.88,-840.18,2.08,7.03,-3.05,-270.88,-840.18,0.0
1.082,2,3,-547.87,-1010.18,2.50,8.14,0.93,-547.87,-1010.18,0.0
1.204,3,1,-280.80,-924.58,1.04,1.39,2.15,-280.80,-924.58,0.0
1.204,3,2,-271.36,-840.22,2.08,7.03,-3.05,-271.36,-840.22,0.0
1.204,3,3,-547.16,-1009.21,2.50,8.14,0.94,-547.16,-1009.21,0.0
1.308,4,1,-281.35,-923.74,1.04,1.39,2.16,-281.35,-923.74,0.0
1.308,4,2,-271.76,-840.26,2.08,7.03,-3.05,-271.76,-840.26,0.0
1.308,4,3,-546.57,-1008.41,2.50,8.14,0.94,-546.57,-1008.41,0.0
1.423,5,1,-282.02,-922.75,1.04,1.39,2.16,-282.02,-922.75,0.0
1.423,5,2,-272.24,-840.30,2.08,7.03,-3.05,-272.24,-840.30,0.0
1.423,5,3,-545.86,-1007.44,2.50,8.14,0.95,-545.86,-1007.44,0.0
1.525,6,1,-282.58,-921.92,1.04,1.39,2.17,-282.58,-921.92,0.0
1.525,6,2,-272.64,-840.34,2.08,7.03,-3.05,-272.64,-840.34,0.0
1.525,6,3,-545.28,-1006.62,2.50,8.14,0.95,-545.28,-1006.62,0.0
1.626,7,1,-283.14,-921.09,1.04,1.39,2.17,-283.14,-921.09,0.0
1.626,7,2,-273.03,-840.37,2.08,7.03,-3.05,-273.03,-840.37,0.0
1.626,7,3,-544.70,-1005.80,2.50,8.14,0.96,-544.70,-1005.80,0.0
1.726,8,1,-283.70,-920.26,1.04,1.39,2.17,-283.70,-920.26,0.0
1.726,8,2,-273.43,-840.41,2.08,7.03,-3.05,-273.43,-840.41,0.0
1.726,8,3,-544.13,-1004.99,2.50,8.14,0.96,-544.13,-1004.99,0.0
1.842,9,1,-284.38,-919.28,1.04,1.39,2.18,-284.38,-919.28,0.0
1.842,9,2,-273.91,-840.45,2.08,7.03,-3.05,-273.91,-840.45,0.0
1.842,9,3,-543.45,-1004.00,2.50,8.14,0.97,-543.45,-1004.00,0.0
1.942,10,1,-284.96,-918.45,1.04,1.39,2.18,-284.96,-918.45,0.0
1.942,10,2,-274.31,-840.48,2.08,7.03,-3.05,-274.31,-840.48,0.0
1.942,10,3,-542.88,-1003.17,2.50,8.14,0.98,-542.88,-1003.17,0.0
2.042,11,1,-285.53,-917.63,1.04,1.39,2.18,-285.53,-917.63,0.0
2.042,11,2,-274.71,-840.52,2.08,7.03,-3.05,-274.71,-840.52,0.0
2.042,11,3,-542.33,-1002.34,2.50,8.14,0.98,-542.33,-1002.34,0.0
2.159,12,1,-286.11,-916.82,1.04,1.39,2.19,-286.11,-916.82,0.0
2.159,12,2,-275.11,-840.55,2.08,7.03,-3.05,-275.11,-840.55,0.0
2.159,12,3,-541.77,-1001.51,2.50,8.14,0.99,-541.77,-1001.51,0.0
2.26,13,1,-286.80,-915.84,1.04,1.39,2.19,-286.80,-915.84,0.0
2.26,13,2,-275.58,-840.59,2.08,7.03,-3.05,-275.58,-840.59,0.0
2.26,13,3,-541.11,-1000.51,2.50,8.14,0.99,-541.11,-1000.51,0.0
2.363,14,1,-287.38,-915.03,1.04,1.39,2.19,-287.38,-915.03,0.0
2.363,14,2,-275.98,-840.63,2.08,7.03,-3.05,-275.98,-840.63,0.0
2.363,14,3,-540.57,-999.67,2.50,8.14,1.00,-540.57,-999.67,0.0
2.48,15,1,-288.09,-914.05,1.04,1.39,2.20,-288.09,-914.05,0.0
2.48,15,2,-276.46,-840.67,2.08,7.03,-3.05,-276.46,-840.67,0.0
2.48,15,3,-539.92,-998.66,2.50,8.14,1.00,-539.92,-998.66,0.0
2.593,16,1,-288.68,-913.25,1.04,1.39,2.20,-288.68,-913.25,0.0
2.593,16,2,-276.86,-840.70,2.08,7.03,-3.05,-276.86,-840.70,0.0
2.593,16,3,-539.38,-997.82,2.50,8.14,1.01,-539.38,-997.82,0.0
2.693,17,1,-289.27,-912.44,1.04,1.39,2.21,-289.27,-912.44,0.0
2.693,17,2,-277.26,-840.74,2.08,7.03,-3.05,-277.26,-840.74,0.0
2.693,17,3,-538.85,-996.97,2.50,8.14,1.01,-538.85,-996.97,0.0
2.793,18,1,-289.86,-911.64,1.04,1.39,2.21,-289.86,-911.64,0.0
2.793,18,2,-277.66,-840.77,2.08,7.03,-3.05,-277.66,-840.77,0.0
2.793,18,3,-538.32,-996.12,2.50,8.14,1.02,-538.32,-996.12,0.0
2.895,19,1,-290.46,-910.83,1.04,1.39,2.21,-290.46,-910.83,0.0
2.895,19,2,-278.05,-840.81,2.08,7.03,-3.05,-278.05,-840.81,0.0
2.895,19,3,-537.80,-995.27,2.50,8.14,1.02,-537.80,-995.27,0.0
3.011,20,1,-291.18,-909.87,1.04,1.39,2.22,-291.18,-909.87,0.0
3.011,20,2,-278.53,-840.85,2.08,7.03,-3.05,-278.53,-840.85,0.0
3.011,20,3,-537.18,-994.24,2.50,8.14,1.03,-537.18,-994.24,0.0
3.127,21,1,-291.90,-908.92,1.04,1.39,2.22,-291.90,-908.92,0.0
3.127,21,2,-279.01,-840.89,2.08,7.03,-3.05,-279.01,-840.89,0.0
3.127,21,3,-536.57,-993.21,2.50,8.14,1.04,-536.57,-993.21,0.0
3.227,22,1,-292.51,-908.12,1.04,1.39,2.22,-292.51,-908.12,0.0
3.227,22,2,-279.41,-840.93,2.08,7.03,-3.05,-279.41,-840.93,0.0
3.227,22,3,-536.06,-992.35,2.50,8.14,1.04,-536.06,-992.35,0.0
3.327,23,1,-293.12,-907.33,1.04,1.39,2.23,-293.12,-907.33,0.0
3.327,23,2,-279.81,-840.96,2.08,7.03,-3.05,-279.81,-840.96,0.0
3.327,23,3,-535.56,-991.48,2.50,8.14,1.05,-535.56,-991.48,0.0
3.427,24,1,-293.73,-906.54,1.04,1.39,2.23,-293.73,-906.54,0.0
3.427,24,2,-280.21,-841.00,2.08,7.03,-3.05,-280.21,-841.00,0.0
3.427,24,3,-535.06,-990.61,2.50,8.14,1.05,-535.06,-990.61,0.0
3.545,25,1,-294.47,-905.59,1.04,1.39,2.24,-294.47,-905.59,0.0
3.545,25,2,-280.68,-841.04,2.08,7.03,-3.05,-280.68,-841.04,0.0
3.545,25,3,-534.47,-989.57,2.50,8.14,1.06,-534.47,-989.57,0.0
