6,0,-291.924,-910.013,0.981,9.925,0.531,-291.924,-910.013,0.000,-5.110,7.580
6,1,-281.476,-844.050,2.285,14.610,1.410,-281.476,-844.050,0.000,-4.360,-0.170
6,2,-532.495,-990.667,9.981,1.995,1.278,-532.495,-990.667,0.000,4.790,7.257
6,0,-291.924,-910.013,0.981,9.925,0.531,-291.924,-910.013,0.000,-5.110,7.580
6,1,-281.476,-844.050,2.285,14.610,1.410,-281.476,-844.050,0.000,-4.360,-0.170
6,2,-532.495,-990.667,9.981,1.995,1.278,-532.495,-990.667,0.000,4.790,7.257
6,0,-291.924,-910.013,0.981,9.925,0.531,-291.924,-910.013,0.000,-5.110,7.580
6,1,-281.476,-844.050,2.285,14.610,1.410,-281.476,-844.050,0.000,-4.360,-0.170
6,2,-532.495,-990.667,9.981,1.995,1.278,-532.495,-990.667,0.000,4.790,7.257
7,0,-294.670,-906.205,1.035,7.525,0.555,-294.670,-906.205,0.000,-5.150,7.510
7,1,-282.700,-844.065,3.185,26.205,1.460,-282.700,-844.065,0.000,-3.870,-0.135
7,2,-530.125,-986.555,15.720,2.835,1.210,-530.125,-986.555,0.000,4.730,7.410
7,0,-294.670,-906.205,1.035,7.525,0.555,-294.670,-906.205,0.000,-5.150,7.510
7,1,-282.700,-844.065,3.185,26.205,1.460,-282.700,-844.065,0.000,-3.870,-0.135
7,2,-530.125,-986.555,15.720,2.835,1.210,-530.125,-986.555,0.000,4.730,7.410
7,0,-294.670,-906.205,1.035,7.525,0.555,-294.670,-906.205,0.000,-5.150,7.510
7,1,-282.700,-844.065,3.185,26.205,1.460,-282.700,-844.065,0.000,-3.870,-0.135
7,2,-530.125,-986.555,15.720,2.835,1.210,-530.125,-986.555,0.000,4.730,7.410
8,0,-297.710,-902.180,1.270,8.390,0.510,-297.710,-902.180,0.000,-5.240,7.460
8,1,-284.010,-844.238,3.201,27.361,1.473,-284.010,-844.238,0.000,-3.666,-0.191
8,2,-528.090,-982.972,21.690,3.745,1.250,-528.090,-982.972,0.000,4.688,7.522
8,0,-297.710,-902.180,1.270,8.390,0.510,-297.710,-902.180,0.000,-5.240,7.460
8,1,-284.010,-844.238,3.201,27.361,1.473,-284.010,-844.238,0.000,-3.666,-0.191
8,2,-528.090,-982.972,21.690,3.745,1.250,-528.090,-982.972,0.000,4.688,7.522
8,0,-297.710,-902.180,1.270,8.390,0.510,-297.710,-902.180,0.000,-5.240,7.460
8,1,-284.010,-844.238,3.201,27.361,1.473,-284.010,-844.238,0.000,-3.666,-0.191
8,2,-528.090,-982.972,21.690,3.745,1.250,-528.090,-982.972,0.000,4.688,7.522
9,0,-300.157,-899.092,1.594,9.735,0.549,-300.157,-899.092,0.000,-5.322,7.400
9,1,-285.653,-844.380,3.672,23.432,1.421,-285.653,-844.380,0.000,-3.540,-0.200
9,2,-525.918,-978.517,25.808,4.520,1.270,-525.918,-978.517,0.000,4.550,7.729
9,0,-300.157,-899.092,1.594,9.735,0.549,-300.157,-899.092,0.000,-5.322,7.400
9,1,-285.653,-844.380,3.672,23.432,1.421,-285.653,-844.380,0.000,-3.540,-0.200
9,2,-525.918,-978.517,25.808,4.520,1.270,-525.918,-978.517,0.000,4.550,7.729
9,0,-300.157,-899.092,1.594,9.735,0.549,-300.157,-899.092,0.000,-5.322,7.400
9,1,-285.653,-844.380,3.672,23.432,1.421,-285.653,-844.380,0.000,-3.540,-0.200
9,2,-525.918,-978.517,25.808,4.520,1.270,-525.918,-978.517,0.000,4.550,7.729
10,1,-287.403,-844.511,4.209,26.527,1.401,-287.403,-844.511,0.000,-3.602,-0.220
10,2,-524.078,-974.757,23.712,4.732,1.296,-524.078,-974.757,0.000,4.449,7.841
10,1,-287.403,-844.511,4.209,26.527,1.401,-287.403,-844.511,0.000,-3.602,-0.220
10,2,-524.078,-974.757,23.712,4.732,1.296,-524.078,-974.757,0.000,4.449,7.841
10,1,-287.403,-844.511,4.209,26.527,1.401,-287.403,-844.511,0.000,-3.602,-0.220
10,2,-524.078,-974.757,23.712,4.732,1.296,-524.078,-974.757,0.000,4.449,7.841
11,0,-306.687,-891.339,1.895,11.906,0.564,-306.687,-891.339,0.000,-5.461,7.093
11,1,-289.694,-844.740,2.763,24.182,1.459,-289.694,-844.740,0.000,-3.504,-0.250
11,2,-521.352,-968.991,27.689,6.648,1.340,-521.352,-968.991,0.000,4.280,7.940
11,0,-306.687,-891.339,1.895,11.906,0.564,-306.687,-891.339,0.000,-5.461,7.093
11,1,-289.694,-844.740,2.763,24.182,1.459,-289.694,-844.740,0.000,-3.504,-0.250
11,2,-521.352,-968.991,27.689,6.648,1.340,-521.352,-968.991,0.000,4.280,7.940
11,0,-306.687,-891.339,1.895,11.906,0.564,-306.687,-891.339,0.000,-5.461,7.093
11,1,-289.694,-844.740,2.763,24.182,1.459,-289.694,-844.740,0.000,-3.504,-0.250
11,2,-521.352,-968.991,27.689,6.648,1.340,-521.352,-968.991,0.000,4.280,7.940
12,0,-309.541,-888.104,1.913,9.661,0.568,-309.541,-888.104,0.000,-5.451,6.878
12,1,-291.370,-844.790,5.194,28.041,1.401,-291.370,-844.790,0.000,-3.420,-0.210
12,2,-519.812,-964.966,23.502,5.477,1.342,-519.812,-964.966,0.000,3.968,7.851
12,0,-309.541,-888.104,1.913,9.661,0.568,-309.541,-888.104,0.000,-5.451,6.878
12,1,-291.370,-844.790,5.194,28.041,1.401,-291.370,-844.790,0.000,-3.420,-0.210
12,2,-519.812,-964.966,23.502,5.477,1.342,-519.812,-964.966,0.000,3.968,7.851
