1748281043624516248,1,-394.64,-883.73,1.04,1.39,1,-393.60,-882.34,0.0
1748281043624516248,3,-536.50,-952.64,2.50,8.14,1,-534.00,-944.50,0.0
1748281043634601283,1,-394.64,-883.73,1.04,1.39,1,-393.60,-882.34,0.0
1748281043634601283,3,-536.50,-952.64,2.50,8.14,1,-534.00,-944.50,0.0
1748281043775797123,1,-394.64,-883.73,1.04,1.39,1,-393.60,-882.34,0.0
1748281043775797123,3,-536.50,-952.64,2.50,8.14,1,-534.00,-944.50,0.0
1748281043776623870,1,-395.24,-882.80,1.04,1.39,1,-394.20,-881.41,0.0
1748281043776623870,3,-535.84,-951.88,2.50,8.14,1,-533.34,-943.75,0.0
1748281043846089634,1,-395.24,-882.80,1.04,1.39,1,-394.20,-881.41,0.0
1748281043846089634,3,-535.84,-951.88,2.50,8.14,1,-533.34,-943.75,0.0
1748281043847670138,1,-395.96,-881.70,1.04,1.39,1,-394.92,-880.31,0.0
1748281043847670138,3,-535.07,-950.97,2.50,8.14,1,-532.57,-942.83,0.0
1748281043948244077,1,-396.56,-880.78,1.04,1.39,1,-395.52,-879.39,0.0
1748281043948244077,3,-534.42,-950.20,2.50,8.14,1,-531.92,-942.07,0.0
1748281043949507692,1,-396.56,-880.78,1.04,1.39,1,-395.52,-879.39,0.0
1748281043949507692,3,-534.42,-950.20,2.50,8.14,1,-531.92,-942.07,0.0
1748281044062180762,1,-397.41,-879.49,1.04,1.39,1,-396.37,-878.10,0.0
1748281044062180762,3,-533.53,-949.13,2.50,8.14,1,-531.03,-940.99,0.0
1748281044065077681,1,-397.41,-879.49,1.04,1.39,1,-396.37,-878.10,0.0
1748281044065077681,3,-533.53,-949.13,2.50,8.14,1,-531.03,-940.99,0.0
1748281044173259201,1,-397.41,-879.49,1.04,1.39,1,-396.37,-878.10,0.0
1748281044173259201,3,-533.53,-949.13,2.50,8.14,1,-531.03,-940.99,0.0
1748281044174417768,1,-398.02,-878.58,1.04,1.39,1,-396.98,-877.19,0.0
1748281044174417768,3,-532.89,-948.35,2.50,8.14,1,-530.39,-940.22,0.0
1748281044282869715,1,-398.76,-877.49,1.04,1.39,1,-397.72,-876.10,0.0
1748281044282869715,3,-532.14,-947.42,2.50,8.14,1,-529.64,-939.28,0.0
1748281044283909541,1,-398.76,-877.49,1.04,1.39,1,-397.72,-876.10,0.0
1748281044283909541,3,-532.14,-947.42,2.50,8.14,1,-529.64,-939.28,0.0
1748281044399388852,1,-398.76,-877.49,1.04,1.39,1,-397.72,-876.10,0.0
1748281044399388852,3,-532.14,-947.42,2.50,8.14,1,-529.64,-939.28,0.0
1748281044400319012,1,-399.50,-876.39,1.04,1.39,1,-398.46,-875.00,0.0
1748281044400319012,3,-531.39,-946.49,2.50,8.14,1,-528.89,-938.35,0.0
