1747830127.005,1,0.00,0.00,0.00,0.00,1,-162.18,-258.84,0.0
1747830128.004,1,0.00,0.00,0.00,0.00,1,-160.84,-263.90,0.0
1747830129.005,1,0.00,0.00,0.00,0.00,1,-159.48,-268.80,0.0
1747830130.007,1,0.00,0.00,0.00,0.00,1,-158.12,-273.37,0.0
1747830131.006,1,0.00,0.00,0.00,0.00,1,-156.92,-277.83,0.0
1747830132.007,1,0.00,0.00,0.00,0.00,1,-155.71,-282.05,0.0
1747830133.002,1,0.00,0.00,0.00,0.00,1,-154.44,-286.18,0.0
1747830134.006,1,0.00,0.00,0.00,0.00,1,-153.08,-290.16,0.0
1747830135.001,1,0.00,0.00,0.00,0.00,1,-151.59,-294.16,0.0
1747830136.005,1,0.00,0.00,0.00,0.00,1,-149.91,-298.13,0.0
1747830137.001,1,0.00,0.00,0.00,0.00,1,-148.12,-302.15,0.0
1747830138.004,1,0.00,0.00,0.00,0.00,1,-146.29,-306.10,0.0
1747830139.003,1,0.00,0.00,0.00,0.00,1,-144.55,-310.23,0.0
1747830140.005,1,0.00,0.00,0.00,0.00,1,-143.02,-314.50,0.0
1747830141.002,1,0.00,0.00,0.00,0.00,1,-141.74,-318.96,0.0
1747830142.008,1,0.00,0.00,0.00,0.00,1,-140.99,-323.64,0.0
1747830143.003,1,0.00,0.00,0.00,0.00,1,-140.97,-328.48,0.0
1747830144.001,1,0.00,0.00,0.00,0.00,1,-141.88,-333.28,0.0
1747830145.003,1,0.00,0.00,0.00,0.00,1,-143.68,-337.87,0.0
1747830146.004,1,0.00,0.00,0.00,0.00,1,-146.39,-341.98,0.0
1747830147.004,1,0.00,0.00,0.00,0.00,1,-149.97,-345.64,0.0
1747830148.004,1,0.00,0.00,0.00,0.00,1,-154.29,-348.31,0.0
1747830149.003,1,0.00,0.00,0.00,0.00,1,-159.16,-349.87,0.0
1747830150.009,1,0.00,0.00,0.00,0.00,1,-164.33,-350.17,0.0
1747830151.006,1,0.00,0.00,0.00,0.00,1,-169.45,-349.18,0.0
1747830152.006,1,0.00,0.00,0.00,0.00,1,-174.08,-346.96,0.0
1747830153.004,1,0.00,0.00,0.00,0.00,1,-178.01,-343.71,0.0
1747830154.003,1,0.00,0.00,0.00,0.00,1,-181.04,-339.58,0.0
1747830154.999,1,0.00,0.00,0.00,0.00,1,-183.19,-334.84,0.0
1747830156.003,1,0.00,0.00,0.00,0.00,1,-184.58,-329.68,0.0
1747830157.001,1,0.00,0.00,0.00,0.00,1,-185.28,-324.42,0.0
1747830158.003,1,0.00,0.00,0.00,0.00,1,-185.53,-319.32,0.0
1747830159.002,1,0.00,0.00,0.00,0.00,1,-185.53,-314.44,0.0
1747830160.004,1,0.00,0.00,0.00,0.00,1,-185.62,-309.60,0.0
1747830161.002,1,0.00,0.00,0.00,0.00,1,-185.82,-304.63,0.0
1747830162.002,1,0.00,0.00,0.00,0.00,1,-186.08,-299.85,0.0
1747830163.003,1,0.00,0.00,0.00,0.00,1,-186.30,-295.30,0.0
1747830164.006,1,0.00,0.00,0.00,0.00,1,-186.48,-290.82,0.0
1747830165.002,1,0.00,0.00,0.00,0.00,1,-186.67,-286.31,0.0
1747830166.003,1,0.00,0.00,0.00,0.00,1,-186.97,-281.77,0.0
1747830167.005,1,0.00,0.00,0.00,0.00,1,-187.41,-277.23,0.0
1747830168.017,1,0.00,0.00,0.00,0.00,1,-188.01,-272.77,0.0
1747830169.002,1,0.00,0.00,0.00,0.00,1,-188.69,-268.26,0.0
1747830170.005,1,0.00,0.00,0.00,0.00,1,-189.44,-263.60,0.0
1747830171.003,1,0.00,0.00,0.00,0.00,1,-190.23,-258.96,0.0
1747830172.006,1,0.00,0.00,0.00,0.00,1,-191.02,-254.36,0.0
1747830172.999,1,0.00,0.00,0.00,0.00,1,-191.76,-249.72,0.0
1747830174.006,1,0.00,0.00,0.00,0.00,1,-192.47,-245.10,0.0
1747830175.006,1,0.00,0.00,0.00,0.00,1,-193.16,-240.27,0.0
1747830176.003,1,0.00,0.00,0.00,0.00,1,-193.90,-235.42,0.0
1747830177.001,1,0.00,0.00,0.00,0.00,1,-194.62,-230.41,0.0
1747830178.002,1,0.00,0.00,0.00,0.00,1,-195.35,-225.29,0.0
1747830179.002,1,0.00,0.00,0.00,0.00,1,-196.11,-219.90,0.0
1747830180.005,1,0.00,0.00,0.00,0.00,1,-196.86,-214.26,0.0
1747830181.001,1,0.00,0.00,0.00,0.00,1,-197.54,-208.37,0.0
1747830182.005,1,0.00,0.00,0.00,0.00,1,-197.78,-202.29,0.0
1747830183.001,1,0.00,0.00,0.00,0.00,1,-197.55,-195.97,0.0
1747830184.0,1,0.00,0.00,0.00,0.00,1,-196.54,-189.53,0.0
1747830185.001,1,0.00,0.00,0.00,0.00,1,-194.47,-183.16,0.0
1747830186.002,1,0.00,0.00,0.00,0.00,1,-191.17,-177.27,0.0
1747830187.003,1,0.00,0.00,0.00,0.00,1,-186.60,-172.48,0.0
1747830188.004,1,0.00,0.00,0.00,0.00,1,-181.11,-169.23,0.0
1747830188.999,1,0.00,0.00,0.00,0.00,1,-175.11,-167.96,0.0
1747830190.007,1,0.00,0.00,0.00,0.00,1,-169.23,-168.73,0.0
1747830190.999,1,0.00,0.00,0.00,0.00,1,-163.98,-171.31,0.0
1747830192.001,1,0.00,0.00,0.00,0.00,1,-160.08,-175.28,0.0
1747830193.001,1,0.00,0.00,0.00,0.00,1,-157.81,-180.49,0.0
1747830194.001,1,0.00,0.00,0.00,0.00,1,-157.04,-186.19,0.0
1747830194.997,1,0.00,0.00,0.00,0.00,1,-157.10,-192.21,0.0
1747830196.002,1,0.00,0.00,0.00,0.00,1,-157.82,-198.52,0.0
1747830197.001,1,0.00,0.00,0.00,0.00,1,-158.80,-204.96,0.0
1747830198.003,1,0.00,0.00,0.00,0.00,1,-159.83,-211.56,0.0
1747830199.001,1,0.00,0.00,0.00,0.00,1,-161.06,-218.13,0.0
1747830200.001,1,0.00,0.00,0.00,0.00,1,-162.25,-224.61,0.0
1747830200.999,1,0.00,0.00,0.00,0.00,1,-163.40,-231.27,0.0
1747830201.999,1,0.00,0.00,0.00,0.00,1,-164.32,-237.99,0.0
1747830203.001,1,0.00,0.00,0.00,0.00,1,-165.16,-244.68,0.0
1747830204.001,1,0.00,0.00,0.00,0.00,1,-165.94,-251.29,0.0
1747830204.999,1,0.00,0.00,0.00,0.00,1,-166.60,-257.65,0.0
1747830205.998,1,0.00,0.00,0.00,0.00,1,-167.09,-264.11,0.0
1747830206.999,1,0.00,0.00,0.00,0.00,1,-167.53,-270.15,0.0
1747830208.001,1,0.00,0.00,0.00,0.00,1,-167.89,-276.06,0.0
1747830208.999,1,0.00,0.00,0.00,0.00,1,-168.19,-281.84,0.0
1747830210.001,1,0.00,0.00,0.00,0.00,1,-168.46,-287.44,0.0
1747830210.999,1,0.00,0.00,0.00,0.00,1,-168.73,-292.73,0.0
1747830212.001,1,0.00,0.00,0.00,0.00,1,-168.99,-298.07,0.0
1747830212.995,1,0.00,0.00,0.00,0.00,1,-169.22,-303.03,0.0
